gene	OT2_ID	pident	eval	OT2_description
jg17430	XP_022916277.1	99.213	1.63e-84	uncharacterized protein LOC111426115 isoform X4
jg17431	XP_022916270.1	98.902	0	uncharacterized protein LOC111426115 isoform X3
jg17432	XP_022916293.1	100	0	cystinosin-like
jg17433	XP_022916241.1	99.342	1.27e-107	cystinosin homolog
jg17433.t2	XP_022916241.1	99.744	0	cystinosin homolog
jg17434	XP_022909611.1	40.323	2.63e-80	lactosylceramide 4-alpha-galactosyltransferase-like
jg17435	XP_022916485.1	100	1.53e-103	heterogeneous nuclear ribonucleoprotein C
jg17438	XP_022916485.1	100	4.19e-75	heterogeneous nuclear ribonucleoprotein C
jg17439	XP_022916595.1	100	0	carboxypeptidase B-like
jg1744	XP_022913298.1	99.922	0	uncharacterized protein LOC111424101
jg17440	XP_022916633.1	99.027	0	carboxypeptidase B-like
jg17441	XP_022916572.1	99.755	0	zinc carboxypeptidase-like
jg17442	XP_022916582.1	99.755	0	carboxypeptidase B
jg17443	XP_022916621.1	99.507	0	carboxypeptidase B-like
jg17444	XP_022916610.1	98.851	1.23e-128	carboxypeptidase B-like
jg17445	XP_022916599.1	98.521	0	carboxypeptidase B-like
jg17446	XP_022916416.1	99.89	0	uncharacterized AAA domain-containing protein C16E9.10c-like isoform X1
jg17447	XP_022916370.1	99.74	0	nuclear valosin-containing protein-like
jg17448	XP_022916394.1	100	0	conserved oligomeric Golgi complex subunit 6
jg17449	XP_022916403.1	100	3.05e-158	ras-related protein Rab-21
jg1745	XP_022913313.1	100	0	out at first protein
jg17450	XP_022916437.1	100	0	protein FAM60A
jg17451	XP_022916524.1	100	0	serine/threonine-protein kinase N isoform X3
jg17451.t2	XP_022916539.1	100	0	serine/threonine-protein kinase N isoform X5
jg17452	XP_022909090.1	100	0	uncharacterized protein LOC111420348
jg17453	XP_022916450.1	100	2.34e-114	uncharacterized protein LOC111426240
jg17454	XP_022916643.1	100	0	heat shock 70 kDa protein-like
jg17459	XP_022901980.1	82.353	3.5e-27	putative mediator of RNA polymerase II transcription subunit 26
jg1746	XP_022913512.1	99.573	0	glycerate kinase
jg17465	XP_022900147.1	100	7.49e-87	uncharacterized protein LOC111413415 isoform X2
jg17465.t2	XP_022900146.1	100	1.61e-90	uncharacterized protein LOC111413415 isoform X1
jg17466	XP_022900138.1	99.061	0	F-box only protein 28
jg17467	XP_022900127.1	99.873	0	ubiquitin carboxyl-terminal hydrolase 5
jg17468	XP_022900142.1	100	0	uncharacterized protein LOC111413411
jg17469	XP_022900124.1	100	0	multidrug resistance protein 1A
jg1747	XP_022913394.1	99.675	0	lipase member H-like
jg17470	XP_022900103.1	99.134	9.54e-172	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
jg17471	XP_022900128.1	99.868	0	uncharacterized protein LOC111413404
jg17472	XP_022900144.1	99.602	0	chymotrypsin-2-like
jg17473	XP_022900143.1	100	0	chymotrypsin-2-like
jg17474	XP_022900143.1	95.652	4.6e-177	chymotrypsin-2-like
jg17475	XP_022904376.1	96.842	3.71e-59	general transcription factor II-I repeat domain-containing protein 2-like
jg17476	XP_022900101.1	76.322	0	toll-like receptor 13
jg17477	XP_022900099.1	98.113	0	beta-1,4-galactosyltransferase 1 isoform X1
jg17478	XP_022900122.1	99.843	0	protein transport protein Sec24C
jg1748	XP_022913429.1	100	0	phospholipase A1-like isoform X2
jg17480	XP_022900091.1	100	0	uncharacterized protein LOC111413374
jg17481	XP_022900086.1	99.892	0	uncharacterized protein LOC111413372 isoform X4
jg17481.t2	XP_022900085.1	99.892	0	uncharacterized protein LOC111413372 isoform X3
jg17483	XP_022900090.1	98.246	9.67e-35	hemicentin-1 isoform X8
jg17484	XP_022900149.1	99.495	0	uncharacterized protein PFB0765w-like
jg17485	XP_022900151.1	100	0	IQ domain-containing protein G-like
jg17486	XP_022900149.1	99.068	0	uncharacterized protein PFB0765w-like
jg17486.t2	XP_022900149.1	99.068	0	uncharacterized protein PFB0765w-like
jg17487	XP_022911290.1	99.672	0	uncharacterized protein DDB_G0283697-like
jg17488	XP_022900120.1	99.746	0	serine/threonine-protein kinase greatwall
jg17489	XP_022900119.1	99.876	0	uncharacterized protein LOC111413393
jg1749	XP_022913392.1	100	0	uncharacterized protein LOC111424180
jg17490	XP_022900118.1	97.876	0	uncharacterized protein LOC111413392
jg17491	XP_022900093.1	90.244	0	rab11 family-interacting protein 4B isoform X1
jg17492	XP_022914071.1	78.313	1.19e-22	uncharacterized protein LOC111424673
jg17493	XP_022900098.1	100	0	rab11 family-interacting protein 4 isoform X4
jg17494	XP_022900112.1	100	3.37e-157	uncharacterized protein LOC111413386
jg17495	XP_022900108.1	99.333	0	cell wall protein DAN4-like isoform X1
jg17496	XP_022900092.1	98.998	0	transport and Golgi organization protein 1
jg17497	XP_022900113.1	99.29	0	uncharacterized protein LOC111413387
jg17498	XP_022900114.1	99.403	0	xanthine dehydrogenase
jg17499	XP_022900111.1	100	5.78e-83	cytochrome c oxidase protein 20 homolog
jg1750	XP_022913512.1	67.265	4.58e-84	glycerate kinase
jg17500	XP_022900115.1	99.758	0	blastoderm-specific protein 25D
jg17501	XP_022900117.1	99.203	0	uncharacterized protein LOC111413390 isoform X2
jg17501.t2	XP_022900116.1	99.267	0	uncharacterized protein LOC111413390 isoform X1
jg17502	XP_022903663.1	100	2.3e-104	protein phosphatase 1 regulatory subunit 14B isoform X1
jg17502.t2	XP_022903664.1	100	2.16e-103	protein phosphatase 1 regulatory subunit 14B isoform X2
jg17503	XP_022903658.1	100	0	echinoderm microtubule-associated protein-like CG42247, partial
jg17504	XP_022903667.1	99.054	0	uncharacterized protein LOC111415987
jg17505	XP_022903659.1	97.704	0	uncharacterized protein LOC111415980
jg17506	XP_022903665.1	99.39	0	histone-lysine N-methyltransferase NSD3
jg17507	XP_022903660.1	99.721	0	glucoside xylosyltransferase 2
jg17508	XP_022903666.1	100	0	RPII140-upstream gene protein
jg17509	XP_022905837.1	98.269	0	uncharacterized protein LOC111417709 isoform X1
jg1751	XP_022913244.1	100	0	lipase member H-like
jg17510	XP_022910666.1	95.918	0	zinc finger BED domain-containing protein 1-like
jg17511	XP_022905843.1	100	1.13e-172	ubiquitin carboxyl-terminal hydrolase isozyme L3
jg17512	XP_022905834.1	100	0	IQ and ubiquitin-like domain-containing protein
jg17513	XP_022905832.1	99.725	0	nicotinamidase-like
jg17515	XP_022905844.1	99.245	0	probable tRNA-splicing endonuclease subunit sen34
jg17516	XP_022905845.1	99.291	2.87e-104	uncharacterized protein LOC111417712
jg17517	XP_022905835.1	99.559	0	ranBP2-like and GRIP domain-containing protein 4 isoform X1
jg17518	XP_022902875.1	99.803	0	glycerol kinase-like
jg17519	XP_022902882.1	100	0	rap guanine nucleotide exchange factor 2 isoform X5
jg1752	XP_022913392.1	100	0	uncharacterized protein LOC111424180
jg17520	XP_022902881.1	99.32	2.49e-100	rap guanine nucleotide exchange factor 6 isoform X4
jg17521	XP_022911389.1	98.309	0	cytochrome P450 4V2-like
jg17522	XP_022912075.1	100	0	sphingomyelin phosphodiesterase-like, partial
jg17522.t2	XP_022912075.1	100	0	sphingomyelin phosphodiesterase-like, partial
jg17523	XP_022905485.1	99.349	0	uncharacterized protein LOC111417438
jg17524	XP_022905487.1	99.435	2.27e-127	caspase-6-like
jg17526	XP_022905490.1	99.16	0	probable cytochrome P450 513F1 isoform X2
jg17527	XP_022905491.1	100	0	ADP-ribosylation factor-like protein 13B isoform X1
jg1753	XP_022913419.1	100	0	phospholipase A1 member A
jg17530	XP_022906370.1	100	0	protein argonaute-2 isoform X2
jg17530.t2	XP_022906371.1	100	0	protein argonaute-2 isoform X3
jg17531	XP_022904154.1	100	0	uncharacterized protein LOC111416383
jg17532	XP_022904160.1	100	2.1e-135	uncharacterized protein LOC111416388
jg17533	XP_022904160.1	99.369	0	uncharacterized protein LOC111416388
jg17535	XP_022904157.1	98.765	0	uncharacterized protein LOC111416386
jg17536	XP_022904152.1	100	0	E3 ubiquitin-protein ligase MGRN1 isoform X1
jg17537	XP_022904151.1	100	0	actin, muscle-like
jg17538	XP_022904161.1	100	0	F-box only protein 39-like
jg1754	XP_022913322.1	100	1.8e-46	vesicular glutamate transporter 1
jg17540	XP_022904162.1	99.333	1.13e-106	uncharacterized protein LOC111416390
jg17541	XP_022904163.1	96.139	0	zinc finger BED domain-containing protein 4-like
jg17542	XP_022904162.1	99.822	0	uncharacterized protein LOC111416390
jg17543	XP_022908711.1	82.822	8.74e-90	zinc finger MYM-type protein 1-like
jg17544	XP_022904158.1	97.814	0	zinc finger protein 271-like, partial
jg17549	XP_022899805.1	100	0	fibroblast growth factor receptor substrate 2
jg17550	XP_022899803.1	100	0	brahma-associated protein of 60 kDa isoform X1
jg17551	XP_022899810.1	100	0	ecdysone receptor isoform X4
jg17553	XP_022899808.1	98.907	3.96e-127	ecdysone receptor isoform X2
jg17555	XP_022911812.1	56.41	3.16e-29	uncharacterized protein LOC111422805
jg17556	XP_022915664.1	41.475	1.26e-45	uncharacterized protein LOC111425692
jg17559	XP_022905229.1	99.904	0	patched domain-containing protein 3
jg1756	XP_022913323.1	100	0	protein disulfide-isomerase 2-3-like
jg17560	XP_022907663.1	98.802	0	telomere-associated protein RIF1-like isoform X3
jg17561	XP_022907657.1	99.438	0	uncharacterized protein LOC111419123
jg17562	XP_022907656.1	99.744	0	hsc70-interacting protein-like
jg17563	XP_022907658.1	100	0	ATP-dependent RNA helicase abstrakt
jg17564	XP_022911001.1	99.515	1.96e-152	uncharacterized protein LOC111422033 isoform X1
jg17565	XP_022911036.1	98.12	0	uncharacterized protein LOC111422062 isoform X1
jg17565.t2	XP_022911037.1	99.415	1.37e-126	uncharacterized protein LOC111422062 isoform X2
jg17566	XP_022903975.1	46.186	1.1e-54	zinc finger MYM-type protein 1-like
jg17567	XP_022909109.1	98.649	3.78e-43	zinc finger MYM-type protein 5-like
jg17568	XP_022907486.1	100	0	endoplasmin-like
jg17569	XP_022907489.1	100	0	ruvB-like helicase 1
jg1757	XP_022914894.1	25.065	5.85e-40	protein disulfide-isomerase A6 homolog
jg17570	XP_022907488.1	99.847	0	ATP-binding cassette sub-family D member 3
jg17573	XP_022906772.1	99.504	0	calreticulin
jg17574	XP_022905073.1	100	0	vesicle-fusing ATPase 1-like
jg17575	XP_022909548.1	95.427	0	uncharacterized protein LOC111420741
jg17576	XP_022904744.1	24.87	8.53e-22	probable E3 ubiquitin-protein ligase bre1 isoform X1
jg17577	XP_022906587.1	88.462	4.2e-43	uncharacterized protein K02A2.6-like
jg17578	XP_022905057.1	100	0	uncharacterized protein LOC111417104 isoform X2
jg1758	XP_022913322.1	99.602	0	vesicular glutamate transporter 1
jg17580	XP_022912417.1	99.407	0	uncharacterized protein LOC111423417
jg17582	XP_022905059.1	99.877	0	phospholipase A-2-activating protein
jg17583	XP_022905070.1	100	1.88e-93	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
jg17584	XP_022905074.1	100	0	nuclear pore complex protein Nup160 homolog
jg17584.t2	XP_022905074.1	99.783	0	nuclear pore complex protein Nup160 homolog
jg17585	XP_022905077.1	99.158	0	LOW QUALITY PROTEIN: coatomer subunit gamma, partial
jg17586	XP_022906569.1	100	0	uncharacterized protein YJR142W isoform X1
jg17586.t2	XP_022906569.1	100	0	uncharacterized protein YJR142W isoform X1
jg17588	XP_022908822.1	100	0	tetratricopeptide repeat protein 1-like
jg17589	XP_022908821.1	99.73	0	cystinosin homolog
jg17590	XP_022906053.1	100	0	uncharacterized protein LOC111417883, partial
jg17595	XP_022906045.1	100	0	elongation of very long chain fatty acids protein AAEL008004-like
jg17596	XP_022906047.1	53.306	7.66e-168	uncharacterized protein LOC111417878
jg17597	XP_022906066.1	100	0	elongation of very long chain fatty acids protein AAEL008004-like
jg17598	XP_022906047.1	100	0	uncharacterized protein LOC111417878
jg17599	XP_022906047.1	100	0	uncharacterized protein LOC111417878
jg176	XP_022909861.1	99.502	5.44e-142	uncharacterized protein LOC111420989
jg1760	XP_022913528.1	100	0	uncharacterized protein LOC111424269 isoform X1
jg17600	XP_022906061.1	100	2.77e-172	elongation of very long chain fatty acids protein 7-like
jg17601	XP_022920129.1	97.17	1.01e-69	uncharacterized protein LOC111428710
jg17601.t2	XP_022901463.1	98.718	9.24e-108	KRAB-A domain-containing protein 2-like
jg17601.t3	XP_022901463.1	95.588	2.04e-137	KRAB-A domain-containing protein 2-like
jg17602	XP_022906071.1	100	4.32e-137	uncharacterized protein LOC111417896
jg17603	XP_022906046.1	97.074	0	gephyrin-like
jg17604	XP_022906058.1	99.859	0	uncharacterized protein LOC111417888 isoform X1
jg17605	XP_022906056.1	99.684	0	uncharacterized protein LOC111417887
jg17606	XP_022906055.1	100	0	uncharacterized protein LOC111417886
jg17607	XP_022906566.1	100	8.73e-146	uncharacterized protein LOC111418288 isoform X2
jg17608	XP_022906563.1	100	0	uncharacterized protein LOC111418287
jg17609	XP_022905321.1	30.323	4.63e-26	uncharacterized protein LOC111417321
jg1761	XP_022913509.1	99.266	0	uncharacterized protein LOC111424253
jg17610	XP_022910717.1	99.203	0	low-density lipoprotein receptor-related protein-like, partial
jg17612	XP_022911601.1	96.396	1.73e-69	tigger transposable element-derived protein 1-like
jg17613	XP_022905466.1	100	0	uncharacterized protein LOC111417427
jg17614	XP_022905465.1	100	0	endoplasmic reticulum resident protein 44
jg17616	XP_022908623.1	99.365	0	potassium voltage-gated channel subfamily H member 8, partial
jg17618	XP_022908623.1	100	0	potassium voltage-gated channel subfamily H member 8, partial
jg17618.t2	XP_022908623.1	100	0	potassium voltage-gated channel subfamily H member 8, partial
jg1762	XP_022913499.1	99.153	0	uncharacterized protein LOC111424246 isoform X1
jg17621	XP_022901763.1	38.514	6.73e-22	zinc finger BED domain-containing protein 1-like
jg17625	XP_022902167.1	94.737	2.27e-56	uncharacterized protein K02A2.6-like
jg17626	XP_022902167.1	83.43	1.38e-169	uncharacterized protein K02A2.6-like
jg17627	XP_022905326.1	90.984	6.03e-68	uncharacterized protein LOC111417322 isoform X2
jg17627.t2	XP_022900172.1	40.777	1.31e-24	uncharacterized protein LOC111413434
jg17628	XP_022905328.1	99.421	0	protein kintoun isoform X2
jg17629	XP_022905320.1	99.696	0	uronyl 2-sulfotransferase-like
jg1763	XP_022913513.1	99.811	0	uncharacterized protein LOC111424258
jg17630	XP_022905318.1	100	0	obg-like ATPase 1
jg17631	XP_022905318.1	96.825	1.23e-37	obg-like ATPase 1
jg17633	XP_022911318.1	92.818	7.35e-117	uncharacterized protein LOC111422344
jg17636	XP_022906651.1	100	0	transcription factor Sp9-like isoform X2
jg17638	XP_022908872.1	43.949	4.06e-44	protein ALP1-like
jg1764	XP_022913458.1	100	0	kinesin light chain isoform X3
jg1764.t2	XP_022913458.1	100	0	kinesin light chain isoform X3
jg17640	XP_022902522.1	100	0	transcription factor Sp8-like
jg17642	XP_022908338.1	30.918	1.24e-22	uncharacterized protein LOC111419710, partial
jg17644	XP_022920854.1	99.647	0	uncharacterized protein LOC111429229
jg17645	XP_022920843.1	100	7.66e-77	tigger transposable element-derived protein 1-like
jg17646	XP_022920856.1	88.822	0	syntaxin-1A isoform X2
jg17647	XP_022920863.1	100	4.84e-164	GTP-binding nuclear protein Ran
jg17648	XP_022920864.1	98.693	6.41e-111	uncharacterized protein LOC111429233
jg17649	XP_022920850.1	97.637	0	zinc finger protein 665-like isoform X3
jg1765	XP_022913420.1	99.599	0	uncharacterized protein LOC111424200
jg17650	XP_022905457.1	89.671	2.94e-136	uncharacterized protein LOC111417420
jg17651	XP_022915838.1	41.667	1.17e-44	uncharacterized protein LOC111425810
jg17652	XP_022908321.1	64.286	1.51e-38	uncharacterized protein LOC111419695 isoform X2
jg17653	XP_022920847.1	98.973	0	zinc finger protein 780B-like isoform X1
jg17656	XP_022920844.1	97.26	1.91e-106	uncharacterized protein LOC111429224
jg17657	XP_022909701.1	98.198	2.37e-75	pleckstrin homology domain-containing family A member 3-like, partial
jg17657.t2	XP_022920853.1	98.113	1.17e-75	pleckstrin homology domain-containing family A member 3-like
jg17658	XP_022909623.1	100	3.55e-56	protein PTHB1
jg17659	XP_022910921.1	95.518	0	E3 SUMO-protein ligase KIAA1586-like
jg1766	XP_022913505.1	99.72	0	zinc finger protein 1 homolog isoform X2
jg17660	XP_022909623.1	97.513	0	protein PTHB1
jg17660.t2	XP_022909623.1	98.894	0	protein PTHB1
jg17661	XP_022909623.1	98.553	0	protein PTHB1
jg17663	XP_022909623.1	94.366	5.09e-133	protein PTHB1
jg17664	XP_022909635.1	93.162	2.55e-60	tigger transposable element-derived protein 1-like
jg17665	XP_022909664.1	99.662	0	laccase-13-like
jg17666	XP_022909596.1	100	0	sodium- and chloride-dependent GABA transporter 1-like isoform X1
jg17666.t2	XP_022909612.1	100	0	sodium- and chloride-dependent GABA transporter 1-like isoform X2
jg17666.t3	XP_022909612.1	100	6.33e-163	sodium- and chloride-dependent GABA transporter 1-like isoform X2
jg17667	XP_022907785.1	59.441	2.56e-55	uncharacterized protein LOC111419233
jg17668	XP_022909678.1	96.679	0	transcription factor Adf-1-like
jg1767	XP_022913427.1	99.718	0	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like
jg17671	XP_022906017.1	41.818	2.63e-22	uncharacterized protein LOC111417855
jg17672	XP_022907407.1	48.684	7.17e-21	uncharacterized protein K02A2.6-like
jg17673	XP_022909581.1	100	0	leucine-rich repeat-containing protein 15
jg17674	XP_022906474.1	44.7	4.75e-58	uncharacterized protein LOC111418214
jg17676	XP_022921046.1	100	0	integrator complex subunit 13
jg17677	XP_022921045.1	98.591	0	uncharacterized protein LOC111429379
jg17678	XP_022921050.1	100	0	uncharacterized protein LOC111429385
jg17679	XP_022921051.1	100	0	uncharacterized protein LOC111429386
jg1768	XP_022908494.1	46.491	3.36e-31	uncharacterized protein LOC111419849
jg17680	XP_022921048.1	98.578	0	uncharacterized protein LOC111429383
jg17680.t2	XP_022921048.1	100	0	uncharacterized protein LOC111429383
jg17680.t3	XP_022921048.1	99.893	0	uncharacterized protein LOC111429383
jg17681	XP_022904586.1	81.481	5.87e-55	uncharacterized protein LOC111416728 isoform X1
jg17683	XP_022906803.1	96.104	7.56e-105	uncharacterized protein LOC111418492
jg17685	XP_022912033.1	59.751	0	uncharacterized protein LOC111423015
jg17686	XP_022905424.1	25.594	4.8e-23	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like
jg17686.t2	XP_022908151.1	97.351	5.88e-101	uncharacterized protein LOC111419553
jg17686.t3	XP_022908151.1	97.351	5.11e-107	uncharacterized protein LOC111419553
jg17687	XP_022908152.1	100	0	protein 5NUC-like
jg17689	XP_022911012.1	75.238	1.54e-40	uncharacterized protein LOC111422042 isoform X1
jg17692	XP_022910534.1	58.237	2.75e-172	uncharacterized protein LOC111421598
jg17695	XP_022908331.1	100	1.53e-169	putative leucine-rich repeat-containing protein DDB_G0290503
jg177	XP_022909859.1	100	2.5e-87	uncharacterized protein LOC111420986
jg17701	XP_022912409.1	87.667	0	uncharacterized protein LOC111423407, partial
jg17703	XP_022907532.1	90.783	6.37e-137	uncharacterized protein LOC111419026
jg17704	XP_022911301.1	99.115	2.43e-78	uncharacterized protein K02A2.6-like, partial
jg17706	XP_022909140.1	95.05	6.55e-64	uncharacterized protein LOC111420395
jg17707	XP_022907838.1	98.077	3.3e-68	protein ALP1-like
jg1771	XP_022913506.1	100	7.37e-86	uncharacterized protein LOC111424251 isoform X1
jg17712	XP_022900733.1	97.484	1.35e-111	uncharacterized protein LOC111413846
jg17714	XP_022902490.1	37.607	4.56e-45	uncharacterized protein LOC111415174 isoform X2
jg17715	XP_022909020.1	99.821	0	uncharacterized protein LOC111420286
